Seq,Reverse,Pattern,Year,Tournament,Round,Match,Type,Scores
3587,0,2,2017,India Open,2,thailand-china,WS,0-0;1-0;2-0;3-0;3-1;4-1;4-2;4-3;4-4;5-4;6-4;7-4;8-4;9-4;10-4;10-5;11-5;11-6;12-6;12-7;13-7;13-8;14-8;14-9;14-10;14-11;14-12;15-12;15-13;16-13;16-14;16-15;17-15;17-16;18-16;19-16;19-17;19-18;20-18;20-19;21-19
3588,0,4,2017,India Open,2,china-england,WD,0-0;0-1;1-1;1-2;2-2;3-2;4-2;4-3;5-3;6-3;7-3;7-4;8-4;9-4;9-5;10-5;11-5;12-5;13-5;13-6;13-7;13-8;14-8;14-9;14-10;15-10;16-10;17-10;18-10;19-10;20-10;21-10
3588,0,4,2017,India Open,2,china-england,WD,0-0;1-0;2-0;3-0;4-0;4-1;4-2;5-2;6-2;7-2;7-3;7-4;7-5;7-6;8-6;8-7;8-8;8-9;9-9;10-9;11-9;11-10;12-10;12-11;13-11;13-12;14-12;14-13;14-14;15-14;15-15;16-15;16-16;16-17;16-18;16-19;17-19;17-20;18-20;18-21
3588,0,4,2017,India Open,2,china-england,WD,0-0;0-1;1-1;2-1;2-2;3-2;3-3;4-3;4-4;5-4;6-4;7-4;7-5;8-5;8-6;9-6;10-6;11-6;11-7;12-7;12-8;12-9;12-10;12-11;13-11;14-11;14-12;15-12;16-12;17-12;18-12;19-12;20-12;20-13;21-13
3589,0,2,2017,India Open,2,chinesetaipei-china,MS,0-0;1-0;2-0;3-0;4-0;4-1;4-2;5-2;5-3;6-3;7-3;7-4;7-5;7-6;7-7;7-8;7-9;8-9;9-9;9-10;9-11;9-12;10-12;11-12;12-12;12-13;12-14;13-14;14-14;15-14;16-14;17-14;18-14;19-14;20-14;21-14
3589,0,2,2017,India Open,2,chinesetaipei-china,MS,0-0;1-0;2-0;3-0;4-0;5-0;6-0;7-0;7-1;7-2;8-2;9-2;9-3;9-4;10-4;11-4;12-4;12-5;13-5;14-5;15-5;15-6;16-6;17-6;17-7;18-7;18-8;19-8;19-9;19-10;19-11;20-11;20-12;21-12
3590,0,2,2017,India Open,2,malaysia-indonesia,MD,0-0;1-0;2-0;3-0;4-0;5-0;5-1;5-2;6-2;7-2;8-2;8-3;9-3;9-4;10-4;11-4;12-4;12-5;13-5;14-5;14-6;14-7;15-7;16-7;16-8;17-8;18-8;19-8;19-9;20-9;20-10;21-10
3590,0,2,2017,India Open,2,malaysia-indonesia,MD,0-0;1-0;1-1;1-2;2-2;3-2;4-2;4-3;4-4;5-4;6-4;7-4;7-5;8-5;8-6;9-6;9-7;10-7;11-7;12-7;12-8;12-9;13-9;13-10;14-10;15-10;16-10;16-11;16-12;16-13;17-13;17-14;17-15;18-15;19-15;19-16;20-16;20-17;21-17
3591,0,2,2017,India Open,2,denmark-india,MS,0-0;1-0;2-0;3-0;4-0;5-0;6-0;6-1;7-1;8-1;9-1;10-1;10-2;11-2;12-2;13-2;14-2;14-3;14-4;15-4;16-4;16-5;17-5;18-5;19-5;19-6;20-6;20-7;21-7
3591,0,2,2017,India Open,2,denmark-india,MS,0-0;1-0;2-0;2-1;2-2;3-2;3-3;3-4;4-4;5-4;5-5;6-5;7-5;7-6;7-7;8-7;8-8;9-8;10-8;11-8;12-8;13-8;14-8;15-8;15-9;16-9;16-10;16-11;17-11;18-11;19-11;19-12;20-12;21-12
3592,0,2,2017,India Open,2,india-thailand,WS,0-0;1-0;2-0;3-0;3-1;3-2;3-3;4-3;5-3;6-3;6-4;7-4;7-5;8-5;9-5;9-6;10-6;11-6;12-6;13-6;14-6;14-7;14-8;14-9;15-9;16-9;16-10;17-10;18-10;19-10;19-11;19-12;19-13;20-13;20-14;21-14
3592,0,2,2017,India Open,2,india-thailand,WS,0-0;0-1;1-1;2-1;2-2;3-2;4-2;5-2;6-2;6-3;6-4;6-5;7-5;8-5;9-5;10-5;11-5;12-5;13-5;14-5;15-5;16-5;17-5;17-6;18-6;18-7;18-8;19-8;19-9;19-10;19-11;20-11;20-12;21-12
3593,0,4,2017,India Open,2,korea-japan,MD,0-0;1-0;2-0;3-0;4-0;4-1;5-1;5-2;6-2;6-3;7-3;7-4;7-5;8-5;9-5;10-5;11-5;12-5;12-6;12-7;13-7;14-7;14-8;14-9;14-10;15-10;16-10;17-10;18-10;18-11;19-11;19-12;19-13;20-13;21-13
3593,0,4,2017,India Open,2,korea-japan,MD,0-0;0-1;1-1;2-1;2-2;2-3;3-3;4-3;4-4;5-4;6-4;7-4;7-5;8-5;8-6;9-6;9-7;10-7;10-8;10-9;10-10;11-10;11-11;12-11;12-12;12-13;12-14;13-14;14-14;14-15;14-16;15-16;15-17;16-17;16-18;17-18;17-19;18-19;18-20;19-20;19-21
3593,0,4,2017,India Open,2,korea-japan,MD,0-0;1-0;1-1;2-1;3-1;3-2;3-3;4-3;5-3;5-4;6-4;6-5;6-6;6-7;7-7;8-7;9-7;9-8;10-8;11-8;12-8;12-9;12-10;12-11;13-11;13-12;14-12;15-12;16-12;16-13;17-13;17-14;18-14;18-15;18-16;18-17;19-17;20-17;21-17
3594,0,2,2017,India Open,2,indonesia-japan,MD,0-0;0-1;1-1;2-1;3-1;4-1;4-2;5-2;5-3;6-3;6-4;6-5;6-6;6-7;7-7;7-8;8-8;9-8;10-8;11-8;12-8;12-9;12-10;12-11;13-11;13-12;13-13;14-13;15-13;15-14;16-14;17-14;17-15;17-16;18-16;19-16;20-16;21-16
3594,0,2,2017,India Open,2,indonesia-japan,MD,0-0;1-0;2-0;2-1;2-2;2-3;2-4;2-5;2-6;3-6;4-6;5-6;5-7;5-8;6-8;6-9;7-9;8-9;9-9;9-10;10-10;11-10;11-11;11-12;11-13;12-13;12-14;12-15;13-15;14-15;15-15;16-15;17-15;18-15;18-16;19-16;19-17;19-18;20-18;21-18
3595,0,2,2017,India Open,2,thailand-india,WD,0-0;0-1;0-2;0-3;1-3;2-3;3-3;4-3;4-4;4-5;5-5;6-5;7-5;7-6;8-6;8-7;9-7;10-7;10-8;11-8;12-8;12-9;13-9;14-9;14-10;14-11;14-12;15-12;16-12;17-12;17-13;18-13;18-14;19-14;19-15;20-15;21-15
3595,0,2,2017,India Open,2,thailand-india,WD,0-0;1-0;2-0;2-1;2-2;3-2;4-2;4-3;4-4;4-5;5-5;6-5;6-6;6-7;7-7;7-8;8-8;9-8;10-8;11-8;12-8;13-8;14-8;15-8;15-9;16-9;17-9;17-10;18-10;19-10;20-10;21-10
3596,0,2,2017,India Open,2,india-japan,WS,0-0;0-1;0-2;1-2;2-2;2-3;3-3;3-4;3-5;3-6;4-6;5-6;6-6;6-7;7-7;7-8;8-8;9-8;9-9;10-9;10-10;11-10;12-10;13-10;13-11;14-11;15-11;16-11;16-12;17-12;18-12;18-13;19-13;19-14;19-15;19-16;20-16;21-16
3596,0,2,2017,India Open,2,india-japan,WS,0-0;1-0;2-0;2-1;3-1;3-2;4-2;4-3;4-4;5-4;6-4;6-5;6-6;6-7;6-8;7-8;8-8;8-9;9-9;10-9;10-10;10-11;11-11;12-11;12-12;12-13;13-13;13-14;13-15;14-15;15-15;16-15;16-16;16-17;16-18;17-18;18-18;19-18;20-18;20-19;20-20;20-21;21-21;22-21;23-21
3597,0,5,2017,India Open,2,korea-denmark,XD,0-0;1-0;2-0;3-0;3-1;3-2;4-2;5-2;5-3;5-4;5-5;6-5;6-6;6-7;6-8;7-8;7-9;7-10;7-11;8-11;9-11;9-12;9-13;10-13;10-14;10-15;10-16;10-17;11-17;12-17;12-18;13-18;14-18;14-19;14-20;15-20;15-21
3597,0,5,2017,India Open,2,korea-denmark,XD,0-0;1-0;1-1;1-2;2-2;3-2;4-2;5-2;6-2;6-3;7-3;7-4;7-5;7-6;8-6;8-7;9-7;9-8;10-8;10-9;10-10;11-10;11-11;11-12;12-12;13-12;14-12;14-13;14-14;15-14;16-14;17-14;18-14;18-15;18-16;19-16;19-17;19-18;19-19;20-19;20-20;21-20;22-20
3597,0,5,2017,India Open,2,korea-denmark,XD,0-0;0-1;0-2;1-2;2-2;3-2;4-2;4-3;5-3;6-3;6-4;7-4;7-5;8-5;8-6;8-7;9-7;9-8;9-9;10-9;10-10;11-10;11-11;11-12;12-12;13-12;13-13;13-14;13-15;14-15;15-15;15-16;16-16;17-16;17-17;18-17;19-17;19-18;19-19;20-19;21-19
3598,0,2,2017,India Open,2,spain-india,WS,0-0;0-1;1-1;2-1;3-1;4-1;4-2;5-2;6-2;7-2;7-3;7-4;8-4;9-4;9-5;9-6;9-7;9-8;10-8;11-8;12-8;13-8;13-9;13-10;13-11;14-11;15-11;15-12;16-12;17-12;17-13;18-13;19-13;20-13;21-13
3598,0,2,2017,India Open,2,spain-india,WS,0-0;1-0;2-0;2-1;3-1;3-2;3-3;3-4;4-4;5-4;6-4;7-4;8-4;9-4;10-4;10-5;11-5;11-6;12-6;13-6;14-6;14-7;15-7;15-8;16-8;17-8;17-9;18-9;19-9;19-10;19-11;20-11;21-11
3599,0,2,2017,India Open,Q,korea-thailand,WS,0-0;1-0;1-1;2-1;3-1;4-1;4-2;5-2;5-3;5-4;5-5;5-6;6-6;6-7;7-7;8-7;8-8;8-9;8-10;8-11;9-11;10-11;10-12;10-13;11-13;12-13;13-13;14-13;15-13;15-14;15-15;16-15;17-15;18-15;19-15;20-15;20-16;21-16
3599,0,2,2017,India Open,Q,korea-thailand,WS,0-0;0-1;1-1;1-2;2-2;3-2;3-3;3-4;4-4;4-5;5-5;6-5;6-6;7-6;7-7;8-7;9-7;9-8;10-8;10-9;11-9;12-9;13-9;13-10;14-10;14-11;14-12;15-12;15-13;16-13;17-13;17-14;17-15;18-15;18-16;19-16;19-17;20-17;20-18;20-19;20-20;21-20;22-20
3600,0,2,2017,India Open,Q,china-malaysia,MD,0-0;0-1;0-2;1-2;2-2;2-3;3-3;3-4;4-4;4-5;5-5;5-6;6-6;6-7;6-8;7-8;8-8;9-8;10-8;11-8;11-9;12-9;12-10;12-11;12-12;13-12;14-12;15-12;15-13;16-13;17-13;18-13;19-13;19-14;20-14;20-15;21-15
3600,0,2,2017,India Open,Q,china-malaysia,MD,0-0;1-0;1-1;2-1;2-2;3-2;4-2;5-2;6-2;6-3;7-3;7-4;8-4;9-4;9-5;10-5;10-6;11-6;11-7;11-8;12-8;12-9;13-9;14-9;15-9;15-10;16-10;16-11;16-12;17-12;17-13;18-13;18-14;18-15;19-15;20-15;20-16;20-17;21-17
3601,0,5,2017,India Open,Q,denmark-chinesetaipei,MS,0-0;0-1;1-1;1-2;1-3;2-3;3-3;3-4;3-5;3-6;4-6;4-7;5-7;5-8;5-9;6-9;7-9;8-9;9-9;10-9;11-9;11-10;12-10;12-11;13-11;13-12;14-12;14-13;15-13;16-13;17-13;17-14;17-15;17-16;17-17;17-18;18-18;18-19;18-20;19-20;19-21
3601,0,5,2017,India Open,Q,denmark-chinesetaipei,MS,0-0;1-0;2-0;3-0;4-0;5-0;6-0;7-0;7-1;8-1;8-2;8-3;8-4;9-4;9-5;10-5;10-6;10-7;11-7;12-7;13-7;14-7;14-8;15-8;15-9;16-9;17-9;18-9;19-9;19-10;19-11;19-12;19-13;20-13;20-14;21-14
3601,0,5,2017,India Open,Q,denmark-chinesetaipei,MS,0-0;1-0;2-0;2-1;3-1;3-2;4-2;5-2;5-3;5-4;5-5;6-5;6-6;7-6;7-7;8-7;9-7;10-7;10-8;11-8;12-8;12-9;12-10;13-10;13-11;13-12;14-12;14-13;14-14;15-14;16-14;17-14;18-14;18-15;19-15;19-16;20-16;21-16
3602,0,5,2017,India Open,Q,england-thailand,XD,0-0;0-1;0-2;0-3;0-4;1-4;1-5;2-5;2-6;2-7;3-7;3-8;3-9;4-9;4-10;5-10;5-11;5-12;5-13;6-13;6-14;7-14;8-14;8-15;9-15;10-15;11-15;11-16;11-17;11-18;12-18;12-19;13-19;14-19;14-20;15-20;16-20;16-21
3602,0,5,2017,India Open,Q,england-thailand,XD,0-0;1-0;1-1;1-2;1-3;1-4;2-4;2-5;3-5;4-5;5-5;6-5;7-5;7-6;8-6;9-6;9-7;10-7;11-7;12-7;13-7;14-7;14-8;14-9;15-9;16-9;16-10;16-11;17-11;17-12;17-13;18-13;18-14;18-15;19-15;20-15;21-15
3602,0,5,2017,India Open,Q,england-thailand,XD,0-0;0-1;1-1;2-1;3-1;3-2;3-3;4-3;5-3;5-4;6-4;6-5;7-5;8-5;9-5;10-5;11-5;12-5;13-5;13-6;13-7;14-7;14-8;15-8;16-8;16-9;17-9;17-10;17-11;17-12;18-12;18-13;18-14;18-15;19-15;20-15;21-15
3603,0,2,2017,India Open,Q,india-india,WS,0-0;1-0;1-1;2-1;2-2;2-3;3-3;3-4;4-4;4-5;5-5;5-6;5-7;6-7;7-7;8-7;9-7;9-8;9-9;10-9;11-9;12-9;13-9;14-9;15-9;15-10;16-10;16-11;17-11;17-12;18-12;18-13;18-14;19-14;19-15;19-16;20-16;21-16
3603,0,2,2017,India Open,Q,india-india,WS,0-0;0-1;1-1;1-2;1-3;1-4;2-4;3-4;3-5;3-6;4-6;5-6;5-7;6-7;6-8;6-9;7-9;7-10;7-11;7-12;8-12;9-12;9-13;10-13;10-14;11-14;12-14;12-15;12-16;13-16;14-16;15-16;15-17;15-18;16-18;16-19;17-19;18-19;19-19;19-20;20-20;21-20;22-20
3604,0,2,2017,India Open,Q,denmark-india,MS,0-0;0-1;0-2;1-2;2-2;3-2;4-2;5-2;5-3;6-3;7-3;7-4;7-5;7-6;8-6;8-7;8-8;8-9;8-10;8-11;9-11;10-11;10-12;11-12;12-12;12-13;12-14;13-14;13-15;13-16;14-16;15-16;15-17;16-17;17-17;17-18;17-19;18-19;19-19;19-20;20-20;21-20;21-21;22-21;22-22;23-22;24-22
3604,0,2,2017,India Open,Q,denmark-india,MS,0-0;1-0;1-1;2-1;3-1;3-2;4-2;5-2;5-3;5-4;5-5;5-6;5-7;5-8;6-8;7-8;8-8;8-9;9-9;9-10;10-10;11-10;11-11;11-12;11-13;11-14;12-14;12-15;12-16;13-16;13-17;14-17;15-17;16-17;16-18;17-18;18-18;19-18;19-19;20-19;21-19
3605,0,4,2017,India Open,Q,malaysia-korea,XD,0-0;0-1;1-1;2-1;3-1;4-1;5-1;5-2;5-3;5-4;5-5;6-5;6-6;7-6;7-7;8-7;8-8;8-9;9-9;9-10;10-10;11-10;11-11;12-11;12-12;12-13;13-13;13-14;14-14;15-14;16-14;16-15;16-16;16-17;17-17;17-18;18-18;19-18;19-19;19-20;20-20;21-20;22-20
3605,0,4,2017,India Open,Q,malaysia-korea,XD,0-0;0-1;0-2;1-2;1-3;1-4;1-5;1-6;2-6;2-7;2-8;2-9;2-10;3-10;4-10;5-10;6-10;6-11;6-12;6-13;7-13;8-13;9-13;10-13;10-14;11-14;11-15;11-16;12-16;13-16;14-16;15-16;16-16;16-17;16-18;16-19;17-19;17-20;18-20;19-20;19-21
3605,0,4,2017,India Open,Q,malaysia-korea,XD,0-0;1-0;2-0;3-0;3-1;4-1;4-2;5-2;6-2;7-2;7-3;7-4;7-5;8-5;8-6;8-7;9-7;10-7;11-7;12-7;12-8;13-8;13-9;14-9;15-9;16-9;16-10;17-10;18-10;18-11;18-12;19-12;19-13;20-13;20-14;20-15;21-15
3606,0,5,2017,India Open,Q,korea-korea,WD,0-0;1-0;2-0;2-1;2-2;3-2;4-2;5-2;6-2;6-3;6-4;6-5;6-6;6-7;7-7;7-8;7-9;8-9;8-10;9-10;9-11;9-12;10-12;11-12;11-13;12-13;12-14;12-15;12-16;12-17;12-18;13-18;14-18;15-18;15-19;16-19;17-19;17-20;18-20;18-21
3606,0,5,2017,India Open,Q,korea-korea,WD,0-0;1-0;1-1;2-1;3-1;4-1;5-1;6-1;6-2;6-3;6-4;7-4;8-4;8-5;8-6;9-6;10-6;11-6;11-7;12-7;13-7;13-8;14-8;15-8;16-8;16-9;16-10;17-10;17-11;18-11;19-11;19-12;20-12;21-12
3606,0,5,2017,India Open,Q,korea-korea,WD,0-0;1-0;2-0;2-1;2-2;2-3;2-4;3-4;4-4;4-5;4-6;5-6;5-7;6-7;6-8;6-9;6-10;6-11;7-11;8-11;9-11;9-12;9-13;10-13;11-13;12-13;13-13;14-13;14-14;15-14;16-14;17-14;18-14;18-15;19-15;20-15;21-15
3607,0,2,2017,India Open,Q,indonesia-russia,MD,0-0;1-0;2-0;3-0;3-1;3-2;4-2;4-3;5-3;6-3;7-3;7-4;7-5;7-6;7-7;7-8;8-8;8-9;8-10;8-11;9-11;10-11;11-11;11-12;12-12;13-12;13-13;14-13;15-13;16-13;16-14;16-15;17-15;17-16;18-16;18-17;18-18;19-18;20-18;21-18
3607,0,2,2017,India Open,Q,indonesia-russia,MD,0-0;0-1;1-1;2-1;2-2;2-3;2-4;2-5;2-6;3-6;4-6;5-6;5-7;6-7;7-7;8-7;9-7;9-8;9-9;9-10;10-10;10-11;11-11;12-11;12-12;12-13;13-13;14-13;14-14;15-14;15-15;15-16;16-16;17-16;18-16;18-17;18-18;19-18;19-19;20-19;20-20;21-20;22-20
3608,0,4,2017,India Open,Q,japan-japan,WS,0-0;1-0;1-1;1-2;2-2;2-3;2-4;2-5;3-5;4-5;5-5;6-5;7-5;8-5;9-5;10-5;10-6;11-6;12-6;13-6;14-6;14-7;15-7;15-8;15-9;15-10;16-10;17-10;18-10;18-11;18-12;19-12;20-12;20-13;21-13
3608,0,4,2017,India Open,Q,japan-japan,WS,0-0;1-0;1-1;1-2;2-2;2-3;2-4;3-4;4-4;5-4;6-4;7-4;7-5;7-6;7-7;7-8;8-8;8-9;8-10;9-10;9-11;9-12;9-13;10-13;10-14;10-15;11-15;11-16;11-17;11-18;11-19;11-20;11-21
3608,0,4,2017,India Open,Q,japan-japan,WS,0-0;0-1;1-1;1-2;1-3;1-4;2-4;2-5;3-5;3-6;3-7;4-7;4-8;5-8;6-8;7-8;8-8;8-9;9-9;10-9;10-10;10-11;11-11;12-11;13-11;14-11;14-12;15-12;15-13;15-14;16-14;16-15;17-15;18-15;19-15;20-15;20-16;20-17;20-18;21-18
3609,0,2,2017,India Open,Q,indonesia-chinesetaipei,MD,0-0;0-1;1-1;1-2;2-2;3-2;3-3;4-3;5-3;5-4;6-4;6-5;6-6;7-6;8-6;8-7;9-7;9-8;9-9;10-9;11-9;11-10;12-10;12-11;13-11;13-12;13-13;14-13;14-14;15-14;15-15;16-15;16-16;17-16;18-16;18-17;19-17;19-18;19-19;20-19;20-20;21-20;22-20
3609,0,2,2017,India Open,Q,indonesia-chinesetaipei,MD,0-0;0-1;0-2;1-2;1-3;2-3;3-3;3-4;4-4;4-5;5-5;5-6;6-6;6-7;7-7;8-7;9-7;9-8;10-8;10-9;10-10;11-10;11-11;12-11;13-11;13-12;13-13;14-13;15-13;15-14;16-14;16-15;17-15;18-15;18-16;18-17;18-18;19-18;20-18;20-19;20-20;21-20;21-21;21-22;22-22;22-23;23-23;24-23;25-23
3610,0,5,2017,India Open,Q,hongkong-indonesia,MS,0-0;1-0;1-1;1-2;2-2;2-3;2-4;3-4;3-5;3-6;3-7;4-7;5-7;5-8;6-8;6-9;7-9;7-10;7-11;7-12;7-13;7-14;7-15;7-16;8-16;8-17;9-17;9-18;9-19;10-19;10-20;10-21
3610,0,5,2017,India Open,Q,hongkong-indonesia,MS,0-0;0-1;1-1;2-1;3-1;4-1;4-2;5-2;5-3;6-3;6-4;6-5;6-6;7-6;8-6;9-6;10-6;10-7;11-7;12-7;12-8;12-9;13-9;14-9;15-9;16-9;16-10;17-10;18-10;19-10;19-11;19-12;19-13;19-14;20-14;20-15;21-15
3610,0,5,2017,India Open,Q,hongkong-indonesia,MS,0-0;1-0;1-1;1-2;2-2;3-2;3-3;4-3;5-3;5-4;6-4;6-5;7-5;8-5;8-6;8-7;8-8;8-9;8-10;8-11;9-11;10-11;11-11;12-11;13-11;13-12;13-13;13-14;14-14;14-15;15-15;16-15;16-16;16-17;17-17;18-17;19-17;20-17;20-18;20-19;21-19
3611,0,2,2017,India Open,Q,chinesetaipei-denmark,MS,0-0;0-1;1-1;1-2;2-2;3-2;4-2;5-2;6-2;6-3;7-3;8-3;9-3;9-4;10-4;11-4;11-5;11-6;12-6;13-6;14-6;14-7;14-8;14-9;15-9;16-9;17-9;18-9;18-10;19-10;20-10;21-10
3611,0,2,2017,India Open,Q,chinesetaipei-denmark,MS,0-0;1-0;2-0;3-0;4-0;5-0;5-1;5-2;6-2;7-2;8-2;9-2;9-3;9-4;9-5;10-5;11-5;11-6;11-7;12-7;13-7;13-8;14-8;15-8;16-8;16-9;16-10;17-10;18-10;18-11;18-12;18-13;18-14;19-14;20-14;21-14
3612,0,4,2017,India Open,Q,japan-denmark,WD,0-0;0-1;1-1;1-2;1-3;1-4;1-5;2-5;2-6;2-7;3-7;3-8;4-8;5-8;6-8;7-8;7-9;8-9;8-10;9-10;9-11;10-11;11-11;11-12;12-12;12-13;12-14;13-14;13-15;14-15;14-16;15-16;15-17;16-17;16-18;17-18;18-18;19-18;20-18;20-19;21-19
3612,0,4,2017,India Open,Q,japan-denmark,WD,0-0;0-1;1-1;1-2;1-3;2-3;2-4;3-4;4-4;5-4;6-4;6-5;6-6;6-7;6-8;7-8;8-8;8-9;9-9;9-10;10-10;10-11;11-11;11-12;12-12;13-12;14-12;14-13;14-14;15-14;15-15;15-16;16-16;16-17;16-18;16-19;17-19;18-19;18-20;19-20;20-20;20-21;20-22
3612,0,4,2017,India Open,Q,japan-denmark,WD,0-0;0-1;0-2;0-3;1-3;2-3;3-3;4-3;5-3;5-4;6-4;7-4;7-5;8-5;9-5;9-6;10-6;10-7;10-8;11-8;11-9;12-9;13-9;13-10;14-10;15-10;16-10;17-10;18-10;19-10;20-10;20-11;21-11
3613,0,5,2017,India Open,Q,japan-china,WD,0-0;1-0;2-0;3-0;3-1;3-2;4-2;5-2;5-3;6-3;6-4;6-5;7-5;8-5;8-6;8-7;9-7;10-7;10-8;10-9;11-9;11-10;12-10;12-11;13-11;13-12;13-13;13-14;14-14;15-14;16-14;16-15;16-16;16-17;17-17;18-17;18-18;18-19;19-19;20-19;20-20;21-20;21-21;21-22;22-22;22-23;23-23;23-24;24-24;24-25;25-25;26-25;26-26;27-26;27-27;27-28;28-28;28-29;29-29;29-30
3613,0,5,2017,India Open,Q,japan-china,WD,0-0;0-1;0-2;1-2;2-2;2-3;3-3;4-3;4-4;5-4;6-4;6-5;6-6;7-6;7-7;7-8;8-8;8-9;9-9;9-10;10-10;11-10;11-11;12-11;13-11;14-11;14-12;15-12;16-12;17-12;17-13;17-14;17-15;17-16;18-16;18-17;18-18;19-18;20-18;21-18
3613,0,5,2017,India Open,Q,japan-china,WD,0-0;1-0;2-0;2-1;3-1;3-2;4-2;4-3;5-3;6-3;7-3;8-3;8-4;9-4;9-5;9-6;10-6;10-7;11-7;12-7;12-8;12-9;12-10;13-10;14-10;15-10;15-11;15-12;15-13;16-13;16-14;16-15;17-15;18-15;19-15;20-15;21-15
3614,0,2,2017,India Open,Q,denmark-korea,MD,0-0;0-1;0-2;1-2;1-3;2-3;3-3;4-3;4-4;5-4;6-4;6-5;7-5;8-5;9-5;9-6;10-6;10-7;11-7;12-7;13-7;14-7;15-7;16-7;16-8;17-8;17-9;18-9;19-9;19-10;20-10;21-10
3614,0,2,2017,India Open,Q,denmark-korea,MD,0-0;0-1;1-1;1-2;2-2;3-2;3-3;3-4;4-4;5-4;5-5;6-5;6-6;6-7;6-8;7-8;8-8;9-8;10-8;10-9;11-9;12-9;12-10;13-10;14-10;15-10;15-11;15-12;15-13;16-13;16-14;16-15;17-15;17-16;17-17;18-17;19-17;20-17;21-17
3615,0,4,2017,India Open,Q,spain-japan,WS,0-0;1-0;2-0;3-0;3-1;4-1;4-2;4-3;4-4;5-4;6-4;6-5;6-6;7-6;8-6;9-6;9-7;10-7;10-8;10-9;11-9;12-9;13-9;14-9;15-9;16-9;17-9;18-9;19-9;20-9;20-10;21-10
3615,0,4,2017,India Open,Q,spain-japan,WS,0-0;0-1;0-2;0-3;0-4;1-4;2-4;3-4;4-4;4-5;5-5;5-6;6-6;6-7;7-7;7-8;7-9;8-9;8-10;9-10;10-10;10-11;10-12;11-12;12-12;12-13;12-14;13-14;14-14;14-15;15-15;15-16;15-17;16-17;16-18;17-18;18-18;18-19;19-19;20-19;20-20;20-21;20-22
3615,0,4,2017,India Open,Q,spain-japan,WS,0-0;0-1;1-1;1-2;2-2;2-3;2-4;3-4;3-5;4-5;5-5;6-5;7-5;8-5;8-6;9-6;9-7;10-7;11-7;11-8;12-8;12-9;12-10;13-10;14-10;15-10;16-10;16-11;16-12;17-12;17-13;18-13;18-14;19-14;20-14;21-14
3616,0,2,2017,India Open,Q,japan-thailand,WD,0-0;1-0;2-0;3-0;4-0;4-1;4-2;4-3;4-4;4-5;5-5;6-5;7-5;7-6;8-6;9-6;10-6;10-7;11-7;11-8;12-8;12-9;12-10;13-10;14-10;14-11;14-12;15-12;16-12;16-13;16-14;16-15;16-16;16-17;17-17;17-18;17-19;18-19;19-19;20-19;20-20;21-20;22-20
3616,0,2,2017,India Open,Q,japan-thailand,WD,0-0;1-0;2-0;2-1;2-2;2-3;3-3;3-4;3-5;4-5;4-6;5-6;5-7;6-7;6-8;7-8;8-8;8-9;9-9;9-10;10-10;11-10;11-11;11-12;11-13;11-14;12-14;12-15;13-15;14-15;15-15;15-16;15-17;16-17;17-17;18-17;18-18;18-19;19-19;20-19;21-19
3617,0,2,2017,India Open,Q,china-japan,XD,0-0;0-1;0-2;1-2;1-3;2-3;2-4;2-5;2-6;3-6;3-7;4-7;5-7;6-7;7-7;8-7;8-8;8-9;9-9;10-9;10-10;11-10;11-11;12-11;13-11;14-11;15-11;16-11;17-11;18-11;19-11;20-11;20-12;21-12
3617,0,2,2017,India Open,Q,china-japan,XD,0-0;0-1;1-1;2-1;3-1;3-2;4-2;5-2;5-3;6-3;6-4;7-4;8-4;8-5;9-5;10-5;11-5;12-5;12-6;12-7;12-8;12-9;12-10;13-10;14-10;15-10;15-11;15-12;16-12;16-13;17-13;17-14;17-15;17-16;18-16;19-16;20-16;21-16
3618,0,4,2017,India Open,S,japan-korea,WD,0-0;1-0;1-1;2-1;2-2;3-2;4-2;5-2;6-2;7-2;7-3;7-4;8-4;8-5;8-6;8-7;8-8;8-9;8-10;9-10;10-10;10-11;11-11;12-11;12-12;13-12;14-12;14-13;15-13;15-14;16-14;16-15;17-15;18-15;18-16;19-16;20-16;21-16
3618,0,4,2017,India Open,S,japan-korea,WD,0-0;1-0;2-0;3-0;3-1;3-2;4-2;5-2;5-3;5-4;5-5;6-5;6-6;6-7;7-7;8-7;9-7;9-8;10-8;10-9;11-9;11-10;11-11;12-11;12-12;13-12;13-13;13-14;14-14;14-15;15-15;15-16;16-16;17-16;17-17;18-17;18-18;18-19;19-19;19-20;19-21
3618,0,4,2017,India Open,S,japan-korea,WD,0-0;1-0;2-0;3-0;3-1;4-1;5-1;5-2;5-3;5-4;5-5;5-6;6-6;6-7;6-8;7-8;8-8;9-8;10-8;11-8;11-9;12-9;12-10;13-10;14-10;14-11;14-12;15-12;15-13;15-14;15-15;15-16;16-16;17-16;17-17;17-18;18-18;18-19;19-19;19-20;20-20;21-20;21-21;21-22;22-22;23-22;24-22
3619,0,2,2017,India Open,S,chinesetaipei-denmark,MS,0-0;0-1;0-2;0-3;1-3;1-4;2-4;2-5;3-5;4-5;5-5;5-6;6-6;6-7;6-8;6-9;7-9;8-9;9-9;10-9;11-9;11-10;11-11;12-11;13-11;14-11;15-11;15-12;16-12;16-13;16-14;16-15;16-16;17-16;18-16;19-16;20-16;20-17;21-17
